Time	MeasID	DPID	Channel	A(x)	A(y)	A(z)	B(x)	B(y)	B(z)	M(x)	M(y)	M(z)	N(x)	N(y)	N(z)	F(x)	F(y)	F(z)	Note	I(mA)	Uout(V)	U(V)	SP(V)	R(O)	Var(%)	Rho-a(Om)	Cycles	Pint(V)	Pext(V)	T int(°C)	Latitude	Longitude	
2017-06-07 12:25:43	147	271	1	20	0	0	23	0	0	21	0	0	22	0	0	21.5	0	0.519		50.0473	275.603	7.22002	0	144.264	0.144325	906.438	2	0.0088623	13.2137	30.1112	0	0	
2017-06-07 12:25:17	140	272	1	7	0	0	10	0	0	8	0	0	9	0	0	8.5	0	0.519		50.0328	366.089	8.91245	0	178.132	0.0106604	1119.24	2	0.0088623	12.9124	30.3711	0	0	
2017-06-07 12:25:06	137	274	1	1	0	0	4	0	0	2	0	0	3	0	0	2.5	0	0.519		31.4056	513.797	17.3663	0	552.97	7.24641	3474.41	2	0.0088623	12.9921	30.501	0	0	
2017-06-07 12:25:34	145	275	1	18	0	0	21	0	0	19	0	0	20	0	0	19.5	0	0.519		45.4453	498.258	26.871	0	591.283	1.71789	3715.14	2	0.0088623	13.0896	30.2411	0	0	
2017-06-07 12:25:28	143	276	1	13	0	0	16	0	0	14	0	0	15	0	0	14.5	0	0.519		50.0298	352.685	313.559	0	6267.45	3.05774	39379.5	2	0.0088623	12.9656	30.3711	0	0	
2017-06-07 12:25:47	148	277	1	24	0	0	27	0	0	25	0	0	26	0	0	25.5	0	0.519		49.2816	564.902	23.4444	0	475.722	5.892	2989.05	2	0.0088623	13.196	29.9813	0	0	
2017-06-07 12:25:24	142	278	1	12	0	0	15	0	0	13	0	0	14	0	0	13.5	0	0.519		50.0305	352.601	0.794819	0	15.8867	14.8317	99.8189	2	0.0088623	13.1428	30.3711	0	0	
2017-06-07 12:25:39	146	279	1	19	0	0	22	0	0	20	0	0	21	0	0	20.5	0	0.519		49.2874	535.048	100.896	0	2047.1	2.35225	12862.3	2	0.0088623	13.1782	30.2411	0	0	
2017-06-07 12:25:14	139	280	1	6	0	0	9	0	0	7	0	0	8	0	0	7.5	0	0.519		50.0358	378.369	109.84	0	2195.23	0.270584	13793	2	0.0088623	13.0808	30.3711	0	0	
2017-06-07 12:25:31	144	282	1	14	0	0	17	0	0	15	0	0	16	0	0	15.5	0	0.519		50.0233	391.675	4.00733	0	80.1093	9.59912	503.341	2	0.0088623	13.1428	30.2411	0	0	
2017-06-07 12:25:10	138	284	1	2	0	0	5	0	0	3	0	0	4	0	0	3.5	0	0.519		49.9929	460.614	152.333	0	3047.09	2.67009	19145.4	2	0.0088623	12.9212	30.3711	0	0	
2017-06-07 12:25:21	141	285	1	8	0	0	11	0	0	9	0	0	10	0	0	9.5	0	0.519		50.0465	271.739	186.842	0	3733.38	3.16028	23457.5	2	0.0088623	13.1694	30.2411	0	0	
